DEPARTEMENT,INSEE_COMM,NOM_COMM,INTERCOMMUNALITE,ETABLISSEMENT PUBLIC,PAT,PAT Nom du projet,PAT Porteur,PAT Avancement,PAT Date labelisation
BAS-RHIN,67003,Albé,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67022,Bassemberg,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67062,Breitenau,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67063,Breitenbach,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67092,Dieffenbach-au-Val,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67143,Fouchy,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67255,Lalaye,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67280,Maisonsgoutte,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67317,Neubois,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67320,Neuve-Église,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67426,Saint-Martin,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67427,Saint-Maurice,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67430,Saint-Pierre-Bois,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67477,Steige,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67490,Thanvillé,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67493,Triembach-au-Val,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67499,Urbeis,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67507,Villé,CC de la Vallée de Villé,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67019,Baldenheim,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67073,Châtenois,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67094,Dieffenthal,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67115,Ebersheim,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67116,Ebersmunster,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67239,Kintzheim,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67505,La Vancelle,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67310,Mussig,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67311,Muttersholtz,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67362,Orschwiller,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67445,Scherwiller,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67462,Sélestat,CC de Sélestat,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67011,Artolsheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67040,Bindernheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67056,Bootzheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67053,Bœsenbiesen,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67121,Elsenheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67187,Heidolsheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67195,Hessenheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67196,Hilsenheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67277,Mackenheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67281,Marckolsheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67360,Ohnenheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67398,Richtolsheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67422,Saasenheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67461,Schwobsheim,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67453,Schœnau,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
BAS-RHIN,67486,Sundhouse,CC du Ried de Marckolsheim,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
HAUT-RHIN,68185,Lièpvre,CC du Val d'Argent,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
HAUT-RHIN,68283,Rombach-le-Franc,CC du Val d'Argent,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
HAUT-RHIN,68294,Sainte-Croix-aux-Mines,CC du Val d'Argent,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
HAUT-RHIN,68298,Sainte-Marie-aux-Mines,CC du Val d'Argent,PETR Sélestat Alsace Centrale,oui,Alsace centrale,PETR Sélestat Alsace Centrale,En construction,
ARDENNES,08003 ,Aiglemont ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08022 ,Arreux ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08040 ,Les Ayvelles ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08043 ,Balan ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08053 ,Bazeilles ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08058 ,Belval ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08096 ,Chalandry-Elaire ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08101 ,La Chapelle ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08105 ,Charleville-Mézières,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08119 ,Cheveuges ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08125 ,Cliron ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08136 ,Daigny ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08137 ,Damouzy ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08140 ,Dom-le-Mesnil ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08142 ,Donchery ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08158 ,Étrépigny ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08162 ,Fagnon ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08170 ,Fleigneux ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08173 ,Flize ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08174 ,Floing ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08179 ,Francheval ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08180 ,La Francheville ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08187 ,Gernelle ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08188 ,Gespunsart ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08191 ,Givonne ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08194 ,Glaire ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08199 ,La Grandville ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08209 ,Hannogne-Saint-Martin ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08216 ,Haudrecy ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08230 ,Houldizy ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08232 ,Illy ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08235 ,Issancourt-et-Rumel ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08263 ,Lumes ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08294 ,La Moncelle ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08298 ,Montcy-Notre-Dame ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08316 ,Neufmanil ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08327 ,Nouvion-sur-Meuse ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08328 ,Nouzonville ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08331 ,Noyers-Pont-Maugis ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08342 ,Pouru-aux-Bois ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08343 ,Pouru-Saint-Remy ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08346 ,Prix-lès-Mézières ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08377 ,Saint-Aignan ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08385 ,Saint-Laurent ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08391 ,Saint-Menges ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08400 ,Sapogne-et-Feuchères ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08408 ,Sécheval ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08409 ,Sedan ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08445 ,Thelonne ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08457 ,Tournes ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08480 ,Villers-Semeuse ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08481 ,Villers-sur-Bar ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08483 ,Ville-sur-Lumes ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08488 ,Vivier-au-Court ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08491 ,Vrigne aux Bois ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08492 ,Vrigne-Meuse ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08494 ,Wadelincourt ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08497 ,Warcq ,Ardenne Métropole ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08011 ,Anchamps ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08028 ,Aubrives ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08106 ,Charnois ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08122 ,Chooz ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08166 ,Fépin ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08175 ,Foisches ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08183 ,Fromelennes ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08185 ,Fumay ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08190 ,Givet ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08207 ,Ham-sur-Meuse ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08214 ,Hargnies ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08222 ,Haybes ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08226 ,Hierges ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08247 ,Landrichamps ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08304 ,Montigny-sur-Meuse ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08353 ,Rancennes ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08363 ,Revin ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08486 ,Vireux-Molhain ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08487 ,Vireux-Wallerand ,CC Ardenne rives de Meuse ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08015 ,Antheny ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08016 ,Aouste ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08026 ,Aubigny-les-Pothées ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08030 ,Auge ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08037 ,Auvillers-les-Forges ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08069 ,Blanchefosse-et-Bay ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08073 ,Bossus-lès-Rumigny ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08087 ,Brognon ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08094 ,Cernion ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08100 ,Champlin ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08121 ,Chilly ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08149 ,L'Échelle ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08154 ,Estrebay ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08155 ,Étalle ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08156 ,Éteignières ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08167 ,La Férée ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08169 ,Flaignes-Havys ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08172 ,Fligny ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08182 ,Le Fréty ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08189 ,Girondelle ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08208 ,Hannappes ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08251 ,Lépron-les-Vallées ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08254 ,Liart ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08257 ,Logny-Bogny ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08273 ,Marby ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08277 ,Marlemont ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08282 ,Maubert-Fontaine ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08318 ,La Neuville-aux-Joûtes ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08319 ,Neuville-lez-Beaulieu ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08344 ,Prez ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08355 ,Regniowez ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08358 ,Remilly-les-Pothées ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08370 ,Rouvroy-sur-Audry ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08373 ,Rumigny ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08420 ,Signy-le-Petit ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08440 ,Tarzy ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08468 ,Vaux-Villaine ,CC Ardennes Thiérache ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08017 ,Apremont ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08018 ,Ardeuil-et-Montfauxelles ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08019 ,Les Grandes-Armoises ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08020 ,Les Petites-Armoises ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08031 ,Aure ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08033 ,Authe ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08035 ,Autruche ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08036 ,Autry ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08045 ,Ballay ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08049 ,Bar-lès-Buzancy ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08052 ,Bayonville ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08056 ,Beffu-et-le-Morthomme ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08057 ,Belleville-et-Châtillon-sur-Bar ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08059 ,Belval-Bois-des-Dames ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08061 ,La Berlière ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08074 ,Bouconville ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08075 ,Boult-aux-Bois ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08077 ,Bourcq ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08082 ,Brécy-Brières ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08085 ,Brieulles-sur-Bar ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08086 ,Briquenay ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08089 ,Buzancy ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08092 ,Cauroy ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08097 ,Challerange ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08098 ,Champigneulle ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08104 ,Chardeny ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08109 ,Chatel-Chéhéry ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08116 ,Bairon et ses environs ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08120 ,Chevières ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08128 ,Condé-lès-Autry ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08130 ,Contreuve ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08131 ,Cornay ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08135 ,La Croix-aux-Bois ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08147 ,Dricourt ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08161 ,Exermont ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08164 ,Falaise ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08171 ,Fléville ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08176 ,Fossé ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08186 ,Germont ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08197 ,Grandham ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08198 ,Grandpré ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08200 ,Grivy-Loisy ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08215 ,Harricourt ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08220 ,Hauviné ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08233 ,Imécourt ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
ARDENNES,08245 ,Lançon ,CC de l'Argonne Ardennaise ,,oui,Ardennes,Ardennes,Projet en réflexion,
