DEPARTEMENT,INSEE_COMM,NOM_COMM,INTERCOMMUNALITE,ETABLISSEMENT PUBLIC,PAT,PAT Nom du projet,PAT Porteur,PAT Avancement,PAT Date labelisation
HAUT-RHIN,68323,Steinbrunn-le-Bas,Mulhouse Alsace Agglomération,,oui,Mulhouse Alsace Agglomération et Sud Alsace,Mulhouse Alsace Agglomération,Labellisé,
HAUT-RHIN,68343,Ungersheim,Mulhouse Alsace Agglomération,,oui,Mulhouse Alsace Agglomération et Sud Alsace,Mulhouse Alsace Agglomération,Labellisé,
HAUT-RHIN,68375,Wittelsheim,Mulhouse Alsace Agglomération,,oui,Mulhouse Alsace Agglomération et Sud Alsace,Mulhouse Alsace Agglomération,Labellisé,
HAUT-RHIN,68376,Wittenheim,Mulhouse Alsace Agglomération,,oui,Mulhouse Alsace Agglomération et Sud Alsace,Mulhouse Alsace Agglomération,Labellisé,
HAUT-RHIN,68384,Zillisheim,Mulhouse Alsace Agglomération,,oui,Mulhouse Alsace Agglomération et Sud Alsace,Mulhouse Alsace Agglomération,Labellisé,
HAUT-RHIN,68386,Zimmersheim,Mulhouse Alsace Agglomération,,oui,Mulhouse Alsace Agglomération et Sud Alsace,Mulhouse Alsace Agglomération,Labellisé,
HAUTE-MARNE,52006,Allichamps ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52021,Attancourt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52034,Bailly-aux-Forges ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52265,Bayard-sur-Marne ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52045,Bettancourt-la-Ferrée ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52079,Brousseval ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52088,Ceffonds ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52099,Chamouilley ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52104,Chancenay ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52123,Chevillon ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52156,Curel ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52169,Domblain ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52171,Dommartin-le-Franc ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52179,Doulevant-le-Petit ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52182,Éclaron-Braucourt-Sainte-Livière ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52194,Eurville-Bienville ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52198,Fays ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52203,Fontaines-sur-Marne ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52206,Frampas ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52235,Hallignicourt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52244,Humbécourt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52331,La Porte du Der ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52266,Laneuville-à-Rémy ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52267,Laneuville-au-Pont ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52294,Louvemont ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52300,Magneux ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52302,Maizières ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52327,Moëslains ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52336,Montreuil-sur-Blaise ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52341,Morancourt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52347,Narcy ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52370,Osne-le-Val ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52386,Perthes ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52391,Planrupt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52413,Rachecourt-Suzémont ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52414,Rachecourt-sur-Marne ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52411,Rives Dervoises ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52429,Roches-sur-Marne ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52448,Saint-Dizier ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52475,Sommancourt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52479,Sommevoire ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52487,Thilleux ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52497,Troisfontaines-la-Ville ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52500,Valcourt ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52502,Valleret ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52510,Vaux-sur-Blaise ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52528,Ville-en-Blaisois ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52534,Villiers-en-Lieu ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52543,Voillecomte ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52550,Wassy ,CA de Saint-Dizier Der et Blaise ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52004,Aingoulaincourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52007,Ambonville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52012,Annonville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52019,Arnancourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52029,Autigny-le-Grand ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52030,Autigny-le-Petit ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52039,Baudrecourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52047,Beurville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52055,Blécourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52057,Blumeray ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52065,Bouzancourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52066,Brachay ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52084,Busson ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52097,Chambroncourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52109,Charmes-en-l'Angle ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52110,Charmes-la-Grande ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52118,Chatonrupt-Sommermont ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52129,Cirey-sur-Blaise ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52131,Cirfontaines-en-Ornois ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52149,Courcelles-sur-Blaise ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52172,Dommartin-le-Saint-Père ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52175,Donjeux ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52178,Doulevant-le-Château ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52181,Échenay ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52184,Effincourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52187,Épizon ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52199,Ferrière-et-Lafolie ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52201,Flammerécourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52212,Fronville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52218,Germay ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52219,Germisay ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52222,Gillaumé ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52230,Gudmont-Villiers ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52231,Guindrecourt-aux-Ormes ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52250,Joinville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52284,Leschères-sur-le-Blaiseron ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52288,Lezéville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52316,Mathons ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52321,Mertrud ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52337,Montreuil-sur-Thonnance ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52342,Morionvilliers ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52346,Mussey-sur-Marne ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52356,Nomécourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52357,Noncourt-sur-le-Rongeant ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52359,Nully ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52376,Pansey ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52378,Paroy-sur-Saulx ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52398,Poissons ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52440,Rouvroy-sur-Marne ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52442,Rupt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52443,Sailly ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52456,Saint-Urbain-Maconcourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52463,Saudron ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52484,Suzannecourt ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52490,Thonnance-lès-Joinville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52491,Thonnance-les-Moulins ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52495,Trémilly ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52511,Vaux-sur-Saint-Urbain ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
HAUTE-MARNE,52512,Vecqueville ,CC du bassin de Joinville en Champagne ,Syndicat Mixte Nord Haute-Marne,oui,Nord Haute-Marne,Syndicat Mixte Nord Haute-Marne,Projet en construction,
BAS-RHIN,67468,Siltzheim,CA Sarreguemines Confluences,Pays de Sarreguemines-Bitche-Sarralbe,oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67044,Bischholtz,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67057,Bosselshausen,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67061,Bouxwiller,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67068,Buswiller,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67103,Dossenheim-sur-Zinsel,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67126,Erckartswiller,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67133,Eschbourg,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67148,Frohmuhl,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67198,Hinsbourg,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67222,Ingwiller,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67242,Kirrwiller,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67371,La Petite-Pierre,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67265,Lichtenberg,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67273,Lohr,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67289,Menchhoffen,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67307,Mulhausen,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67322,Neuwiller-lès-Saverne,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
BAS-RHIN,67333,Niedersoultzbach,CC de Hanau-La Petite Pierre,"PETR Pays de Saverne, Plaine et Plateau",oui,Parc Naturel des Vosges du Nord,PNR des Vosges du Nord,en construction,
